tweet_id	date	time	lang	country_code
1296492955918897153	2020-08-20	17:03:03	en	CA
1296494125517287425	2020-08-20	17:07:41	en	CA
1296494624706527232	2020-08-20	17:09:40	en	CA
1296494869196820481	2020-08-20	17:10:39	en	CA
1296494922988752898	2020-08-20	17:10:52	en	CA
1296495167873130498	2020-08-20	17:11:50	en	CA
1296495345216741376	2020-08-20	17:12:32	en	CA
1296495346949001218	2020-08-20	17:12:33	en	CA
1296495348677042176	2020-08-20	17:12:33	en	CA
1296495404436131840	2020-08-20	17:12:46	en	CA
1296496410573987840	2020-08-20	17:16:46	en	CA
1296496849314930688	2020-08-20	17:18:31	en	CA
1296497387834400769	2020-08-20	17:20:39	en	CA
1296497564368490496	2020-08-20	17:21:21	en	CA
1296497672069709824	2020-08-20	17:21:47	en	CA
1296499101291483137	2020-08-20	17:27:28	en	CA
1296501060400340999	2020-08-20	17:35:15	en	CA
1296502319169720325	2020-08-20	17:40:15	en	CA
1296502329995333644	2020-08-20	17:40:17	en	CA
1296502902698065920	2020-08-20	17:42:34	en	CA
1296505362183487493	2020-08-20	17:52:20	en	CA
1296505593096818689	2020-08-20	17:53:15	en	CA
1296507285733355520	2020-08-20	17:59:59	en	CA
1296508688941887490	2020-08-20	18:05:34	en	CA
1296509042299371525	2020-08-20	18:06:58	en	CA
1296509208771416068	2020-08-20	18:07:38	en	CA
1296510150501707777	2020-08-20	18:11:22	en	CA
1296510196072747009	2020-08-20	18:11:33	en	CA
1296510197280595969	2020-08-20	18:11:33	en	CA
1296510200271126531	2020-08-20	18:11:34	en	CA
1296510380626399239	2020-08-20	18:12:17	en	CA
1296510712748093441	2020-08-20	18:13:36	en	CA
1296511585163382785	2020-08-20	18:17:04	en	CA
1296512668342169602	2020-08-20	18:21:22	en	CA
1296512933363671040	2020-08-20	18:22:26	en	CA
1296514066534600705	2020-08-20	18:26:56	en	CA
1296514727430914048	2020-08-20	18:29:33	en	CA
1296514758632513538	2020-08-20	18:29:41	en	CA
1296523219084685312	2020-08-20	19:03:18	en	CA
1296523824914223104	2020-08-20	19:05:42	en	CA
1296523876046974977	2020-08-20	19:05:54	en	CA
1296524242658320384	2020-08-20	19:07:22	en	CA
1296524371725606913	2020-08-20	19:07:53	en	CA
1296524609064443909	2020-08-20	19:08:49	en	CA
1296525017229012993	2020-08-20	19:10:27	en	CA
1296525171847598080	2020-08-20	19:11:03	en	CA
1296525172145446912	2020-08-20	19:11:03	en	CA
1296525173139496960	2020-08-20	19:11:04	en	CA
1296525174150270976	2020-08-20	19:11:04	en	CA
1296525334284611589	2020-08-20	19:11:42	en	CA
1296525337174523906	2020-08-20	19:11:43	en	CA
1296525854596571140	2020-08-20	19:13:46	en	CA
1296535797403774976	2020-08-20	19:53:17	en	CA
1296536196852486144	2020-08-20	19:54:52	en	CA
1296539083196387328	2020-08-20	20:06:20	en	CA
1296539759829856256	2020-08-20	20:09:01	en	CA
1296539761243328512	2020-08-20	20:09:02	en	CA
1296539764947001344	2020-08-20	20:09:03	en	CA
1296539765924229122	2020-08-20	20:09:03	en	CA
1296539997089275906	2020-08-20	20:09:58	en	CA
1296540091137978368	2020-08-20	20:10:20	en	CA
1296540315734675457	2020-08-20	20:11:14	en	CA
1296540799690321925	2020-08-20	20:13:09	en	CA
1296540932062490624	2020-08-20	20:13:41	en	CA
1296542406297280512	2020-08-20	20:19:32	en	CA
1296542762385510402	2020-08-20	20:20:57	en	CA
1296543106762862592	2020-08-20	20:22:19	en	CA
1296543349546127361	2020-08-20	20:23:17	en	CA
1296543952888385538	2020-08-20	20:25:41	en	CA
1296544559686705152	2020-08-20	20:28:06	en	CA
1296544875098378247	2020-08-20	20:29:21	en	CA
1296546287203094548	2020-08-20	20:34:58	en	CA
1296546528060821504	2020-08-20	20:35:55	en	CA
1296547169672069120	2020-08-20	20:38:28	en	CA
1296548674944655360	2020-08-20	20:44:27	en	CA
1296549724330299392	2020-08-20	20:48:37	en	CA
1296550665674661888	2020-08-20	20:52:22	en	CA
1296551026020016128	2020-08-20	20:53:48	en	CA
1296551047515852806	2020-08-20	20:53:53	en	CA
1296552226291236864	2020-08-20	20:58:34	en	CA
1296553269779525633	2020-08-20	21:02:42	en	CA
1296553860434210816	2020-08-20	21:05:03	en	CA
1296554405102333955	2020-08-20	21:07:13	en	CA
1296554861387948032	2020-08-20	21:09:02	en	CA
1296554866425225217	2020-08-20	21:09:03	en	CA
1296554867415113728	2020-08-20	21:09:03	en	CA
1296565257012305921	2020-08-20	21:50:20	en	CA
1296565269796737032	2020-08-20	21:50:23	en	CA
1296565403779567616	2020-08-20	21:50:55	en	CA
1296565577524416512	2020-08-20	21:51:37	en	CA
1296566241289805830	2020-08-20	21:54:15	en	CA
1296568519467905025	2020-08-20	22:03:18	en	CA
1296568873387425792	2020-08-20	22:04:43	en	CA
1296568955151106048	2020-08-20	22:05:02	en	CA
1296569332382568448	2020-08-20	22:06:32	en	CA
1296569333703942146	2020-08-20	22:06:32	en	CA
1296569333984792577	2020-08-20	22:06:32	en	CA
1296569335033430016	2020-08-20	22:06:33	en	CA
1296569835518750720	2020-08-20	22:08:32	en	CA
1296570729098436608	2020-08-20	22:12:05	en	CA
1296570944354258946	2020-08-20	22:12:56	en	CA
1296571720841564160	2020-08-20	22:16:02	en	CA
1296572576525844480	2020-08-20	22:19:26	en	CA
1296573190525706240	2020-08-20	22:21:52	en	CA
1296573937686585347	2020-08-20	22:24:50	en	CA
1296574062144229376	2020-08-20	22:25:20	en	CA
1296575346121179137	2020-08-20	22:30:26	en	CA
1296577265111838721	2020-08-20	22:38:03	en	CA
1296577463217086464	2020-08-20	22:38:51	en	CA
1296577805979979776	2020-08-20	22:40:12	en	CA
1296577949911539712	2020-08-20	22:40:47	en	CA
1296577994547503107	2020-08-20	22:40:57	en	CA
1296578096129290240	2020-08-20	22:41:22	en	CA
1296578140651675654	2020-08-20	22:41:32	en	CA
1296579015055204353	2020-08-20	22:45:01	en	CA
1296579616879120390	2020-08-20	22:47:24	en	CA
1296579869703204864	2020-08-20	22:48:24	en	CA
1296581071853641728	2020-08-20	22:53:11	en	CA
1296581548926308352	2020-08-20	22:55:05	en	CA
1296581884705734657	2020-08-20	22:56:25	en	CA
1296582154424430592	2020-08-20	22:57:29	en	CA
1296582984116535297	2020-08-20	23:00:47	en	CA
1296583165889388546	2020-08-20	23:01:30	en	CA
1296584420372156420	2020-08-20	23:06:29	en	CA
1296584434276163584	2020-08-20	23:06:33	en	CA
1296584435379265536	2020-08-20	23:06:33	en	CA
1296584436876603392	2020-08-20	23:06:33	en	CA
1296584795061800960	2020-08-20	23:07:59	en	CA
1296584893644902402	2020-08-20	23:08:22	en	CA
1296585127976267776	2020-08-20	23:09:18	en	CA
1296585354397483008	2020-08-20	23:10:12	en	CA
1296586400482185218	2020-08-20	23:14:21	en	CA
1296586540462743553	2020-08-20	23:14:55	en	CA
1296587861848776705	2020-08-20	23:20:10	en	CA
1296588502847705095	2020-08-20	23:22:43	en	CA
1296588784604258306	2020-08-20	23:23:50	en	CA
1296589183260266496	2020-08-20	23:25:25	en	CA
1296589361283178498	2020-08-20	23:26:07	en	CA
1296589459430019073	2020-08-20	23:26:31	en	CA
1296589916843970563	2020-08-20	23:28:20	en	CA
1296590419220819968	2020-08-20	23:30:20	en	CA
1296590730379423744	2020-08-20	23:31:34	en	CA
1296593195871211520	2020-08-20	23:41:22	en	CA
1296594403675369473	2020-08-20	23:46:10	en	CA
1296596157079019520	2020-08-20	23:53:08	en	CA
1296596488999641093	2020-08-20	23:54:27	en	CA
1296596584642183168	2020-08-20	23:54:50	en	CA
1296598006058418176	2020-08-21	00:00:28	en	CA
1296598236635885568	2020-08-21	00:01:23	en	CA
1296599285866172416	2020-08-21	00:05:34	en	CA
1296599441651183617	2020-08-21	00:06:11	en	CA
1296600537207635970	2020-08-21	00:10:32	en	CA
1296601927388725248	2020-08-21	00:16:03	en	CA
1296602334978400256	2020-08-21	00:17:41	en	CA
1296603305318195200	2020-08-21	00:21:32	en	CA
1296605742150103040	2020-08-21	00:31:13	en	CA
1296606947173707776	2020-08-21	00:36:00	en	CA
1296608611888586752	2020-08-21	00:42:37	en	CA
1296608886695374848	2020-08-21	00:43:43	en	CA
1296610456396869632	2020-08-21	00:49:57	en	CA
1296611628343889920	2020-08-21	00:54:36	en	CA
1296612789633589248	2020-08-21	00:59:13	en	CA
1296614129503895552	2020-08-21	01:04:33	en	CA
1296614132980936704	2020-08-21	01:04:33	en	CA
1296614379517906944	2020-08-21	01:05:32	en	CA
1296615738480812033	2020-08-21	01:10:56	en	CA
1296617285252198400	2020-08-21	01:17:05	en	CA
1296617690665279489	2020-08-21	01:18:42	en	CA
1296617905308803074	2020-08-21	01:19:33	en	CA
1296618167301738497	2020-08-21	01:20:35	en	CA
1296620252189556738	2020-08-21	01:28:52	en	CA
1296622157997449217	2020-08-21	01:36:27	en	CA
1296622273399406592	2020-08-21	01:36:54	en	CA
1296622922627309568	2020-08-21	01:39:29	en	CA
1296623058912833536	2020-08-21	01:40:01	en	CA
1296623549608730624	2020-08-21	01:41:58	en	CA
1296624399156641792	2020-08-21	01:45:21	en	CA
1296626870037946370	2020-08-21	01:55:10	en	CA
1296626877856194562	2020-08-21	01:55:12	en	CA
1296628981685293056	2020-08-21	02:03:34	en	CA
1296630044521979904	2020-08-21	02:07:47	en	CA
1296631358228496385	2020-08-21	02:13:00	en	CA
1296631459709689856	2020-08-21	02:13:24	en	CA
1296631826711293952	2020-08-21	02:14:52	en	CA
1296632451301662720	2020-08-21	02:17:21	en	CA
1296632652435304448	2020-08-21	02:18:09	en	CA
1296636848203337729	2020-08-21	02:34:49	en	CA
1296637157763940354	2020-08-21	02:36:03	en	CA
1296638500716990464	2020-08-21	02:41:23	en	CA
1296638875234734088	2020-08-21	02:42:52	en	CA
1296639538811424768	2020-08-21	02:45:31	en	CA
1296639974750801920	2020-08-21	02:47:15	en	CA
1296640316011945984	2020-08-21	02:48:36	en	CA
1296640350111571970	2020-08-21	02:48:44	en	CA
1296640718765662208	2020-08-21	02:50:12	en	CA
1296641656146538499	2020-08-21	02:53:55	en	CA
1296643003533205505	2020-08-21	02:59:17	en	CA
1296643535630811137	2020-08-21	03:01:24	en	CA
1296643563283869697	2020-08-21	03:01:30	en	CA
1296643825864122368	2020-08-21	03:02:33	en	CA
1296649925871058945	2020-08-21	03:26:47	en	CA
1296650933422551040	2020-08-21	03:30:47	en	CA
1296652025468538882	2020-08-21	03:35:08	en	CA
1296652972374601728	2020-08-21	03:38:53	en	CA
1296653167632035840	2020-08-21	03:39:40	en	CA
1296654177733685249	2020-08-21	03:43:41	en	CA
1296655322652844032	2020-08-21	03:48:14	en	CA
1296655800367292416	2020-08-21	03:50:08	en	CA
1296655816913756160	2020-08-21	03:50:12	en	CA
1296656382435844103	2020-08-21	03:52:26	en	CA
1296657627556884481	2020-08-21	03:57:23	en	CA
1296657981715562496	2020-08-21	03:58:48	en	CA
